Sex,Age,Name,State,Address,Famsize,Pstatus,Medu,Fedu,Mjob,Fjob,Guardian,Math_Score,Reading_Score,Writing_Score,Attendance_Rate,Suspensions,Expulsions,Teacher_Support,Counseling,Social_Worker_Visits,Parental_Involvement,GPA
Female,15,Isabella Smith,Arizona,Rural,GT3,T,College,College,Teacher,Teacher,Father,50.0,40.0,50.0,60.0,2,1.0,Low,No,2,Low,2.521844369
Male,16,Logan Williams,California,Urban,LE3,T,PostGraduate,PostGraduate,Other,Teacher,Mother,90.0,90.0,100.0,100.0,0,0.0,High,Yes,0,High,3.352170434
Female,15,Amelia Johnson,Oregon,Rural,LE3,A,Graduate,Graduate,Other,Teacher,Other,60.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.900640128
Male,16,James Johnson,Oregon,Rural,GT3,T,Graduate,Graduate,Health,Services,Mother,70.0,60.0,,70.0,0,0.0,Medium,Yes,0,Medium,2.851670334
Female,15,Olivia Jones,Arizona,Rural,GT3,A,Graduate,Graduate,Other,Health,Father,60.0,70.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.15485097
Female,16,Evelyn Brown,Oregon,Urban,LE3,A,Graduate,Graduate,At_home,Health,Other,60.0,60.0,,70.0,0,0.0,Medium,No,0,Medium,2.876875375
Male,16,Benjamin Williams,Nevada,Rural,LE3,T,Graduate,Graduate,Services,Other,Father,60.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,
Male,16,Logan Brown,California,Rural,LE3,T,PostGraduate,PostGraduate,Services,Health,Mother,100.0,80.0,80.0,100.0,0,0.0,High,Yes,0,High,3.282076415
Male,16,James Johnson,Utah,Rural,GT3,A,PostGraduate,PostGraduate,Teacher,Other,Father,100.0,90.0,100.0,90.0,0,0.0,High,No,0,High,3.378575715
Male,15,Lucas Johnson,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,Teacher,Health,Mother,90.0,,,90.0,0,0.0,High,No,0,High,3.65295059
Female,16,Emma Johnson,Utah,Rural,GT3,A,College,College,At_home,At_home,Father,50.0,50.0,40.0,60.0,1,2.0,Low,No,1,Low,2.58929786
Male,15,Noah Jones,Oregon,Urban,LE3,A,Graduate,Graduate,Health,Other,Mother,60.0,60.0,60.0,,0,0.0,Medium,Yes,0,Medium,
Female,16,Emma Johnson,Nevada,Urban,LE3,T,PostGraduate,PostGraduate,At_home,Teacher,Other,100.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.602540508
Male,16,James Smith,Nevada,Rural,LE3,A,Graduate,Graduate,At_home,Health,Mother,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.089077816
Female,15,Olivia Williams,Utah,Rural,LE3,A,College,College,Services,Teacher,Mother,40.0,40.0,40.0,50.0,1,2.0,Low,No,2,Low,2.530006001
Female,16,Ava Brown,Nevada,Rural,LE3,T,Graduate,Graduate,At_home,Teacher,Other,,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.920804161
Female,17,Amelia Smith,Nevada,Urban,LE3,T,College,College,Teacher,Services,Father,40.0,50.0,40.0,50.0,2,2.0,Low,Yes,2,Low,2.585937187
Female,15,Amelia Williams,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,Health,Mother,70.0,,90.0,100.0,0,0.0,High,No,0,High,3.417463493
Male,15,Lucas Smith,Utah,Urban,LE3,A,Graduate,Graduate,Other,Other,Mother,60.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,2.95945189
Female,15,Amelia Smith,Arizona,Urban,LE3,T,Graduate,Graduate,Health,At_home,Mother,60.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,2.825025005
Male,15,William Smith,Utah,Urban,GT3,A,Graduate,Graduate,Other,Health,Mother,60.0,70.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.674274855
Male,15,Noah Williams,Oregon,Urban,LE3,T,Graduate,Graduate,At_home,Services,Father,70.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,2.603460692
Female,18,Charlotte Williams,California,Urban,LE3,A,Graduate,Graduate,Services,Teacher,Other,60.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.125565113
Male,15,Oliver Johnson,California,Urban,GT3,T,PostGraduate,PostGraduate,At_home,Teacher,Other,90.0,,,90.0,0,0.0,High,No,0,High,3.457071414
Male,16,Elijah Williams,Arizona,Urban,GT3,T,PostGraduate,PostGraduate,At_home,Other,Mother,70.0,80.0,100.0,90.0,0,0.0,High,No,0,High,3.325525105
Male,15,Benjamin Johnson,California,Rural,GT3,A,Graduate,Graduate,At_home,At_home,Mother,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.907361472
Male,15,Elijah Smith,Utah,Urban,GT3,A,Graduate,Graduate,At_home,Teacher,Father,70.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,2.951530306
Male,15,Logan Johnson,Arizona,Rural,GT3,T,Graduate,Graduate,Services,Services,Father,70.0,70.0,,70.0,0,0.0,Medium,No,0,Medium,2.778215643
Male,16,Lucas Williams,Utah,Rural,GT3,A,Graduate,Graduate,Services,Health,Father,70.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,2.79429886
Male,15,Liam Smith,Oregon,Urban,LE3,T,College,College,At_home,Teacher,Mother,50.0,40.0,40.0,50.0,2,1.0,Low,No,2,Low,2.593858772
Male,17,Liam Jones,Nevada,Rural,LE3,T,Graduate,Graduate,Health,Other,Other,70.0,70.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,2.672354471
Male,16,Oliver Jones,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Other,Other,Father,100.0,80.0,90.0,90.0,0,0.0,High,Yes,0,High,3.328165633
Female,16,Amelia Smith,California,Rural,GT3,T,PostGraduate,PostGraduate,Other,Health,Other,100.0,90.0,80.0,100.0,0,0.0,High,No,0,High,3.572294459
Male,15,Liam Williams,Nevada,Rural,GT3,T,Graduate,Graduate,Other,Health,Father,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,2.889357872
Female,16,Sophia Smith,Nevada,Urban,GT3,T,PostGraduate,PostGraduate,Health,Teacher,Mother,,80.0,100.0,90.0,0,0.0,High,No,0,High,3.423944789
Female,15,Evelyn Williams,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Services,At_home,Father,80.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.33944789
Female,15,Evelyn Johnson,Nevada,Urban,GT3,T,Graduate,Graduate,Services,Other,Other,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,
Male,15,Benjamin Williams,Utah,Urban,LE3,A,Graduate,Graduate,Teacher,Other,Other,60.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.659391878
Male,15,Noah Williams,Oregon,Rural,GT3,A,Graduate,Graduate,Health,Other,Mother,70.0,70.0,70.0,80.0,0,0.0,Medium,No,0,Medium,2.717243449
Female,16,Mia Johnson,California,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Services,Other,90.0,80.0,80.0,90.0,0,0.0,High,Yes,0,High,3.690158032
Male,18,Liam Johnson,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Teacher,Father,80.0,100.0,80.0,100.0,0,0.0,High,No,0,High,3.431626325
Female,15,Olivia Jones,Nevada,Rural,GT3,A,Graduate,Graduate,Other,Teacher,Father,70.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.085957191
Female,17,Amelia Johnson,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Services,At_home,Other,80.0,80.0,,100.0,0,0.0,High,Yes,0,High,3.554530906
Male,15,Lucas Williams,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Teacher,Father,80.0,100.0,90.0,90.0,0,0.0,High,No,0,High,3.625585117
Female,16,Mia Smith,Utah,Urban,LE3,T,Graduate,Graduate,Services,Health,Other,60.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.108761752
Female,18,Charlotte Jones,California,Urban,LE3,A,Graduate,Graduate,Services,At_home,Mother,60.0,70.0,70.0,80.0,0,,Medium,No,0,Medium,3.088117624
Female,15,Mia Smith,Utah,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,Services,Father,90.0,,100.0,90.0,0,0.0,High,Yes,0,High,3.676235247
Male,15,Logan Brown,California,Rural,GT3,T,PostGraduate,PostGraduate,Services,At_home,Other,90.0,100.0,100.0,100.0,0,0.0,High,Yes,0,High,3.571814363
Female,16,Isabella Brown,California,Urban,GT3,T,Graduate,Graduate,At_home,Health,Father,70.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.139487898
Female,15,Charlotte Brown,Arizona,Urban,LE3,T,College,College,Teacher,Other,Mother,50.0,50.0,40.0,50.0,1,2.0,Low,Yes,2,Low,2.520644129
Male,16,William Smith,Nevada,Urban,LE3,A,Graduate,Graduate,Health,Services,Other,70.0,,70.0,70.0,0,0.0,Medium,No,0,Medium,3.077795559
Female,15,Mia Williams,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,Other,Other,Father,90.0,100.0,90.0,90.0,0,0.0,High,Yes,0,High,3.313282657
Male,15,Elijah Smith,California,Rural,GT3,T,Graduate,Graduate,Services,At_home,Father,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,2.803180636
Female,15,Evelyn Jones,Arizona,Urban,GT3,A,Graduate,Graduate,Other,At_home,Other,60.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,
Male,16,Noah Brown,Arizona,Urban,GT3,T,PostGraduate,PostGraduate,At_home,Teacher,Father,,100.0,80.0,90.0,0,0.0,High,Yes,0,High,3.632546509
Male,16,Logan Johnson,Arizona,Urban,LE3,T,Graduate,Graduate,Other,Health,Mother,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,
Male,15,Oliver Brown,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Services,At_home,Father,90.0,90.0,,90.0,0,0.0,High,No,0,High,3.359131826
Male,15,Liam Johnson,California,Rural,LE3,A,Graduate,Graduate,Services,Other,Father,60.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,
Male,15,Mason Smith,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Teacher,Other,100.0,80.0,100.0,100.0,0,0.0,High,No,0,High,3.314002801
Male,17,Mason Johnson,Nevada,Urban,LE3,A,Graduate,Graduate,At_home,Services,Other,60.0,60.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.001940388
Male,18,Noah Johnson,Nevada,Urban,LE3,A,Graduate,Graduate,Health,Teacher,Other,70.0,70.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.918403681
Female,15,Emma Smith,Utah,Rural,GT3,A,Graduate,Graduate,Other,Other,Mother,60.0,60.0,70.0,70.0,0,,Medium,No,0,Medium,3.189657932
Male,15,Logan Smith,Oregon,Rural,LE3,A,College,College,Services,Services,Other,40.0,,40.0,60.0,2,2.0,Low,No,2,Low,
Male,15,Elijah Jones,California,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,At_home,Other,80.0,90.0,,100.0,0,0.0,High,Yes,0,High,3.415063013
Female,16,Isabella Williams,Oregon,Urban,GT3,A,Graduate,Graduate,At_home,At_home,Other,60.0,70.0,,80.0,0,0.0,Medium,Yes,0,Medium,2.608261652
Female,15,Olivia Brown,Utah,Rural,LE3,T,Graduate,Graduate,Health,Health,Other,60.0,70.0,,70.0,0,0.0,Medium,No,0,Medium,2.946729346
Male,15,Oliver Smith,California,Urban,GT3,A,Graduate,Graduate,At_home,Teacher,Mother,70.0,70.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.676675335
Female,18,Harper Brown,California,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,At_home,Mother,,80.0,80.0,90.0,0,0.0,High,No,0,High,3.437627526
Female,16,Olivia Smith,Nevada,Rural,LE3,T,College,College,Health,Teacher,Other,40.0,40.0,,50.0,1,2.0,Low,No,2,Low,2.590018004
Female,15,Harper Smith,Oregon,Urban,GT3,A,College,College,Services,Services,Mother,,40.0,40.0,50.0,2,1.0,Low,Yes,2,Low,2.506241248
Female,15,Mia Williams,Nevada,Urban,GT3,A,Graduate,Graduate,Other,Health,Mother,70.0,70.0,70.0,80.0,0,0.0,Medium,No,0,Medium,2.979375875
Male,17,Oliver Williams,Nevada,Rural,LE3,T,Graduate,Graduate,At_home,Teacher,Other,70.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.045869174
Male,17,Liam Smith,California,Urban,GT3,T,PostGraduate,PostGraduate,Other,At_home,Father,80.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.595339068
Male,15,Logan Brown,Arizona,Urban,LE3,A,Graduate,Graduate,Teacher,Services,Other,70.0,60.0,,70.0,0,,Medium,No,0,Medium,2.74484897
Female,15,Harper Brown,Nevada,Urban,GT3,A,Graduate,Graduate,At_home,Other,Father,70.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.120524105
Female,15,Sophia Johnson,Oregon,Urban,GT3,T,Graduate,Graduate,Health,Teacher,Father,60.0,70.0,70.0,80.0,0,0.0,Medium,No,0,Medium,2.940008002
Female,15,Olivia Smith,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,At_home,At_home,Other,100.0,80.0,100.0,90.0,0,0.0,High,Yes,0,High,3.223264653
Female,15,Isabella Williams,Arizona,Urban,LE3,A,Graduate,Graduate,Services,Other,Father,60.0,60.0,60.0,80.0,0,,Medium,No,0,Medium,3.188217644
Female,15,Evelyn Brown,California,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Services,Other,100.0,100.0,90.0,100.0,0,0.0,High,No,0,High,3.360332066
Male,15,Noah Brown,Oregon,Urban,GT3,A,Graduate,Graduate,Teacher,Services,Mother,60.0,70.0,60.0,70.0,0,0.0,Medium,No,0,Medium,3.055711142
Male,16,Elijah Smith,California,Rural,LE3,T,PostGraduate,PostGraduate,Teacher,Health,Other,80.0,100.0,90.0,90.0,0,0.0,High,No,0,High,3.50820164
Female,15,Sophia Brown,Utah,Rural,GT3,T,Graduate,Graduate,Teacher,Health,Mother,,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,2.741488298
Male,16,Logan Smith,Nevada,Urban,GT3,T,Graduate,Graduate,Services,Other,Father,60.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.763812763
Male,17,Benjamin Johnson,Arizona,Urban,GT3,A,College,College,Services,Health,Mother,50.0,40.0,50.0,50.0,0,2.0,Low,No,2,Low,2.577295459
Female,15,Evelyn Brown,Utah,Rural,LE3,A,Graduate,Graduate,Services,Health,Other,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,
Female,15,Sophia Johnson,California,Urban,LE3,T,PostGraduate,PostGraduate,Services,At_home,Mother,70.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.332006401
Male,15,Elijah Smith,California,Urban,GT3,T,PostGraduate,PostGraduate,Health,Services,Other,70.0,90.0,80.0,100.0,0,0.0,High,No,0,High,
Female,16,Isabella Williams,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,At_home,Services,Father,100.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.658471694
Male,16,Elijah Johnson,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,Services,Health,Father,90.0,,80.0,90.0,0,0.0,High,Yes,0,High,3.54444889
Female,15,Amelia Johnson,Utah,Urban,LE3,A,Graduate,Graduate,Services,At_home,Other,70.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,2.914322865
Male,16,Oliver Brown,Utah,Rural,GT3,A,Graduate,Graduate,Health,Other,Other,70.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.182216443
Male,15,Oliver Johnson,Oregon,Urban,LE3,T,PostGraduate,PostGraduate,Other,At_home,Father,90.0,100.0,90.0,90.0,0,0.0,High,Yes,0,High,3.284716943
Male,15,Lucas Smith,Arizona,Urban,GT3,T,Graduate,Graduate,Health,At_home,Father,60.0,70.0,,80.0,0,0.0,Medium,No,0,Medium,2.975295059
Male,16,Liam Smith,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,At_home,Services,Mother,80.0,90.0,90.0,90.0,0,0.0,High,Yes,0,High,3.516603321
Male,15,Lucas Johnson,California,Urban,GT3,A,Graduate,Graduate,At_home,Health,Father,70.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.799579916
Female,16,Amelia Brown,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Health,Teacher,Other,100.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.526925385
Female,15,Amelia Williams,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,Health,Services,Other,70.0,80.0,90.0,100.0,0,0.0,High,Yes,0,High,3.274634927
Female,15,Sophia Johnson,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Other,Teacher,Other,,100.0,100.0,100.0,0,0.0,High,No,0,High,3.472194439
Male,15,Benjamin Johnson,Oregon,Urban,GT3,A,PostGraduate,PostGraduate,Services,Health,Father,,90.0,80.0,90.0,0,,High,No,0,High,3.662072414
Female,15,Ava Williams,Nevada,Urban,LE3,A,Graduate,Graduate,At_home,Services,Father,60.0,70.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,
Male,16,James Jones,Oregon,Urban,LE3,A,Graduate,Graduate,Services,Health,Mother,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,2.60010002
Female,17,Isabella Johnson,California,Rural,LE3,A,Graduate,Graduate,Teacher,Services,Mother,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.101320264
Male,17,Mason Johnson,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,Health,Mother,70.0,100.0,100.0,100.0,0,0.0,High,No,0,High,3.664232847
Female,18,Sophia Smith,Arizona,Urban,LE3,T,Graduate,Graduate,At_home,At_home,Other,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.1030006
Female,15,Evelyn Williams,California,Urban,GT3,A,Graduate,Graduate,At_home,Teacher,Other,60.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,3.030746149
Female,16,Mia Williams,California,Rural,LE3,A,PostGraduate,PostGraduate,Services,At_home,Father,70.0,100.0,80.0,90.0,0,0.0,High,Yes,0,High,3.254710942
Female,17,Olivia Williams,Nevada,Rural,LE3,T,Graduate,Graduate,Health,At_home,Father,60.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.184376875
Female,17,Charlotte Brown,California,Urban,LE3,T,Graduate,Graduate,Health,Other,Mother,60.0,60.0,,70.0,0,0.0,Medium,No,0,Medium,2.778695739
Male,15,James Williams,Arizona,Rural,LE3,A,Graduate,Graduate,Health,Services,Father,60.0,,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.143808762
Male,15,Lucas Jones,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Health,Services,Other,90.0,100.0,100.0,100.0,0,0.0,High,No,0,High,3.311362272
Female,18,Harper Johnson,Oregon,Rural,LE3,A,PostGraduate,PostGraduate,Services,Teacher,Other,70.0,100.0,90.0,90.0,0,0.0,High,No,0,High,3.688237648
Female,15,Harper Smith,California,Rural,LE3,T,Graduate,Graduate,Health,Teacher,Mother,70.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,2.918163633
Female,15,Emma Smith,California,Rural,LE3,A,Graduate,Graduate,Other,Health,Other,70.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,2.726845369
Female,16,Ava Johnson,California,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Health,Mother,70.0,,90.0,100.0,0,0.0,High,No,0,High,3.675035007
Female,15,Olivia Brown,Utah,Urban,LE3,A,Graduate,Graduate,At_home,Services,Other,60.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.108521704
Male,18,Noah Williams,Oregon,Urban,LE3,T,Graduate,Graduate,Services,Other,Father,60.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.831506301
Male,16,Liam Johnson,Nevada,Urban,GT3,T,Graduate,Graduate,Services,Teacher,Mother,70.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,
Male,15,Noah Smith,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Teacher,Mother,80.0,80.0,100.0,100.0,0,0.0,High,Yes,0,High,3.556691338
Female,15,Ava Smith,California,Urban,LE3,T,Graduate,Graduate,Other,Teacher,Other,70.0,,70.0,70.0,0,0.0,Medium,No,0,Medium,2.658911782
Female,17,Sophia Williams,California,Urban,LE3,T,Graduate,Graduate,Other,Teacher,Mother,70.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.051630326
Male,15,Mason Brown,Utah,Rural,GT3,T,College,College,Other,Other,Father,50.0,40.0,50.0,60.0,1,,Low,No,1,Low,2.595779156
Male,15,Elijah Williams,Arizona,Urban,GT3,A,College,College,Teacher,Other,Other,40.0,50.0,50.0,50.0,2,,Low,Yes,2,Low,2.507681536
Female,19,Sophia Jones,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,Health,Teacher,Father,80.0,80.0,100.0,100.0,0,0.0,High,Yes,0,High,3.446989398
Female,18,Charlotte Johnson,California,Urban,GT3,A,PostGraduate,PostGraduate,Other,Health,Mother,,100.0,80.0,90.0,0,0.0,High,No,0,High,
Male,17,Logan Brown,Nevada,Urban,GT3,T,Graduate,Graduate,Services,Services,Mother,60.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.680276055
Female,16,Mia Johnson,California,Urban,LE3,A,PostGraduate,PostGraduate,Services,Services,Other,70.0,80.0,100.0,100.0,0,0.0,High,Yes,0,High,3.489237848
Female,15,Mia Jones,Arizona,Urban,GT3,T,Graduate,Graduate,Services,Other,Mother,,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.673554711
Female,17,Harper Smith,Nevada,Urban,LE3,A,PostGraduate,PostGraduate,At_home,Teacher,Mother,80.0,80.0,,100.0,0,0.0,High,Yes,0,High,3.512762553
Male,16,Mason Johnson,California,Rural,GT3,T,PostGraduate,PostGraduate,Teacher,Health,Father,100.0,80.0,100.0,90.0,0,0.0,High,Yes,0,High,3.377375475
Male,17,Oliver Johnson,California,Urban,LE3,T,Graduate,Graduate,At_home,Health,Other,60.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.868953791
Female,15,Olivia Johnson,Utah,Rural,LE3,A,PostGraduate,PostGraduate,Other,Other,Mother,70.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.311842368
Female,17,Isabella Jones,Oregon,Rural,LE3,T,Graduate,Graduate,At_home,At_home,Other,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.029545909
Male,19,Benjamin Jones,Oregon,Urban,LE3,T,Graduate,Graduate,Health,At_home,Father,60.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,2.85095019
Female,15,Sophia Smith,Nevada,Rural,LE3,A,PostGraduate,PostGraduate,Health,Services,Father,,90.0,90.0,100.0,0,0.0,High,No,0,High,3.596779356
Female,15,Emma Williams,Oregon,Urban,GT3,A,Graduate,Graduate,Other,At_home,Father,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.96185237
Male,15,James Brown,Arizona,Rural,LE3,T,Graduate,Graduate,Teacher,Services,Mother,60.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,2.972174435
Female,16,Olivia Williams,Arizona,Urban,LE3,A,Graduate,Graduate,At_home,Health,Father,60.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,2.95225045
Male,17,Mason Smith,California,Urban,LE3,T,PostGraduate,PostGraduate,Services,Services,Mother,70.0,80.0,80.0,100.0,0,0.0,High,Yes,0,High,3.247989598
Male,16,Liam Johnson,Utah,Rural,LE3,A,Graduate,Graduate,Health,Services,Father,60.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.745569114
Male,16,Lucas Smith,Nevada,Urban,GT3,A,Graduate,Graduate,Teacher,At_home,Mother,70.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.868233647
Female,15,Mia Williams,Nevada,Rural,LE3,T,College,College,Teacher,At_home,Father,40.0,40.0,40.0,60.0,1,1.0,Low,Yes,3,Low,2.577055411
Female,15,Evelyn Brown,Oregon,Urban,GT3,T,College,College,Services,Services,Father,50.0,50.0,50.0,60.0,1,1.0,Low,No,1,Low,2.532166433
Female,18,Amelia Smith,Oregon,Urban,LE3,A,Graduate,Graduate,At_home,Teacher,Mother,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.033386677
Male,15,Benjamin Brown,Utah,Urban,GT3,T,Graduate,Graduate,Teacher,Teacher,Mother,70.0,60.0,60.0,80.0,11,0.0,Medium,Yes,0,Medium,3.174534907
Female,15,Mia Brown,Arizona,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Services,Father,90.0,,80.0,100.0,0,0.0,High,Yes,0,High,3.484436887
Male,15,Benjamin Johnson,Utah,Rural,LE3,T,PostGraduate,PostGraduate,Health,Other,Other,70.0,80.0,100.0,90.0,0,0.0,High,Yes,0,High,
Male,17,William Brown,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Other,Other,,100.0,100.0,100.0,0,0.0,High,No,0,High,3.200220044
Female,15,Olivia Johnson,Nevada,Urban,GT3,T,Graduate,Graduate,Health,Other,Other,70.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.002180436
Male,16,Liam Smith,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,Services,Health,Father,100.0,80.0,100.0,90.0,0,0.0,High,No,0,High,3.463552711
Female,15,Harper Johnson,Nevada,Rural,LE3,A,Graduate,Graduate,Other,At_home,Other,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,3.136847369
Male,15,Noah Williams,Nevada,Urban,LE3,T,Graduate,Graduate,Other,Services,Father,70.0,,60.0,70.0,0,0.0,Medium,No,0,Medium,2.741008202
Female,15,Amelia Johnson,California,Rural,LE3,T,Graduate,Graduate,Teacher,At_home,Father,70.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,
Female,15,Harper Jones,Nevada,Rural,GT3,A,College,College,At_home,Other,Other,50.0,50.0,40.0,60.0,2,2.0,Low,Yes,3,Low,2.559531906
Male,17,Liam Jones,Oregon,Rural,LE3,A,Graduate,Graduate,Other,Services,Mother,70.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,2.667553511
Male,15,Noah Jones,Oregon,Urban,LE3,T,Graduate,Graduate,Health,Services,Father,,,70.0,70.0,0,,Medium,Yes,0,Medium,2.912162432
Female,15,Olivia Smith,Nevada,Urban,GT3,T,Graduate,Graduate,Health,Services,Mother,60.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.022824565
Male,16,Mason Johnson,Arizona,Urban,GT3,A,College,College,Other,Health,Mother,50.0,50.0,40.0,50.0,1,1.0,Low,Yes,1,Low,2.543688738
Male,15,Noah Jones,Arizona,Rural,LE3,A,Graduate,Graduate,Other,Teacher,Other,70.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.811342268
Male,15,Noah Brown,Arizona,Urban,GT3,A,PostGraduate,PostGraduate,Other,Teacher,Other,,90.0,90.0,100.0,0,0.0,High,Yes,0,High,3.357931586
Male,18,Liam Smith,Oregon,Urban,GT3,T,College,College,At_home,Health,Mother,50.0,40.0,40.0,60.0,1,2.0,Low,Yes,2,Low,2.579695939
